id,name,description,price,stock,category,image_path
M247,Magnet 319,Heart shaped Zytglogge,1.70,500,Magnet,/products/magnet/M319.jpg
M248,Magnet 320,Bear head trophy 1,1.70,500,Magnet,/products/magnet/M320.jpg
M249,Magnet 321,Interlaken,2.00,500,Magnet,/products/magnet/M321.jpg
M250,Magnet 322,Montreux,2.00,500,Magnet,/products/magnet/M322.jpg
M251,Magnet 323,Lausanne-Ouchy harbour,1.70,500,Magnet,/products/magnet/M323.jpg
M252,Magnet 324,Cathedral Lausanne MM,2.00,500,Magnet,/products/magnet/M324.jpg
M253,Magnet 326,Lausanne Ouchy harbour MM,1.30,500,Magnet,/products/magnet/M326.jpg
M254,Magnet 336,Magnet Gruyères MM,2.00,500,Magnet,/products/magnet/M336.jpg
M255,Magnet 336E,Magnet Einstein Crystal,1.00,500,Magnet,/products/magnet/M336E.jpg
M256,Magnet 337,Hearth shaped Gruyères,1.70,500,Magnet,/products/magnet/M337.jpg
M257,Magnet 338,Gruyères city double sided MM,1.30,500,Magnet,/products/magnet/M338.jpg
M258,Magnet 339,Crans-Montana double sided MM,1.30,500,Magnet,/products/magnet/M339.jpg
M259,Magnet 340,Heart Bern,1.00,500,Magnet,/products/magnet/M340.jpg
M260,Magnet 341,Heart Zermatt,1.00,500,Magnet,/products/magnet/M341.jpg
M261,Magnet 342,Heart Zürich,1.00,500,Magnet,/products/magnet/M342.jpg
M262,Magnet 343,Heart Crans-Montana,1.00,500,Magnet,/products/magnet/M343.jpg
M263,Magnet 344,Heart Genève,1.00,500,Magnet,/products/magnet/M344.jpg
M264,Magnet 345,Heart Interlaken,1.00,500,Magnet,/products/magnet/M345.jpg
M265,Magnet 346,Heart Lausanne,1.00,500,Magnet,/products/magnet/M346.jpg
M266,Magnet 347,Heart Luzern,1.00,500,Magnet,/products/magnet/M347.jpg
M267,Magnet 348,Heart Montreux,1.00,500,Magnet,/products/magnet/M348.jpg
M268,Magnet 349,Heart Rheinfall,1.00,500,Magnet,/products/magnet/M349.jpg
M269,Magnet 350,Heart Switzerland,1.00,500,Magnet,/products/magnet/M350.jpg
M270,Magnet 352,Bear figurine FIG,3.00,500,Magnet,/products/magnet/M352.jpg
M271,Magnet 353,Heart Freddie,1.00,500,Magnet,/products/magnet/M353.jpg
M272,Magnet 355,Bottle-opener MM,2.00,500,Magnet,/products/magnet/M355.jpg
M273,Magnet 356,grey cow head with flower,1.70,500,Magnet,/products/magnet/M356.jpg
M274,Magnet 358,Cuckoo clock,5.00,500,Magnet,/products/magnet/M358.jpg
M275,Magnet 359,Double-sided GE,1.30,500,Magnet,/products/magnet/M359.jpg
M276,Magnet 360,Water jet Switzerland MM,1.70,500,Magnet,/products/magnet/M360.jpg
M277,Magnet 362,Cow bell Genève MM,1.70,500,Magnet,/products/magnet/M362.jpg
M278,Magnet 363,double-sided panorama MM,1.30,500,Magnet,/products/magnet/M363.jpg
M279,Magnet 364,Limmat MM,2.00,500,Magnet,/products/magnet/M364.jpg
M280,Magnet 365,Hearth shaped Limmat MM,1.70,500,Magnet,/products/magnet/M365.jpg
M281,Magnet 366,double-sided Zytglogge MM,1.30,500,Magnet,/products/magnet/M366.jpg
M282,Magnet 367,Bear. Zytglogge figurine FIG,3.50,500,Magnet,/products/magnet/M367.jpg
M283,Magnet 368,Bear head trophy 2,1.70,500,Magnet,/products/magnet/M386.jpg
M284,Magnet 369,Lausanne City MM,1.30,500,Magnet,/products/magnet/M369.jpg
M285,Magnet 370,Rheinfall MM,2.00,500,Magnet,/products/magnet/M370.jpg
M286,Magnet 371,Grd St-Bernard MM,2.00,500,Magnet,/products/magnet/M371.jpg
M287,Magnet 372,Zermatt hanger MM,2.00,500,Magnet,/products/magnet/M372.jpg
M288,Magnet 373,Matterhorn train MM,1.30,500,Magnet,/products/magnet/M373.jpg
M289,Magnet 374,Matterhorn Valais MM,1.70,500,Magnet,/products/magnet/M374.jpg
M290,Magnet 376,Zermatt MM,2.00,500,Magnet,/products/magnet/M376.jpg
M291,Magnet 377,Matterhorn Valais,1.70,500,Magnet,/products/magnet/M377.jpg
M292,Magnet 378,Kapellbrücke MM,1.30,500,Magnet,/products/magnet/M378.jpg
M293,Magnet 379,Montreux MM,2.00,500,Magnet,/products/magnet/M379.jpg
M294,Magnet 380,Castle double sided MM,1.30,500,Magnet,/products/magnet/M380.jpg
M295,Magnet 381,Montreux double sided MM,1.30,500,Magnet,/products/magnet/M381.jpg
M296,Magnet 382,Rheinfall double sided MM,1.30,500,Magnet,/products/magnet/M382.jpg
M297,Magnet 383,Hearth Rheinfall,1.70,500,Magnet,/products/magnet/M383.jpg
M298,Magnet 384,Bear with cub,1.70,500,Magnet,/products/magnet/M384.jpg
M299,Magnet 385,Fondue pot Bern,1.70,500,Magnet,/products/magnet/M385.jpg
M300,Magnet 386,Fondue pot Crans-Montana,1.70,500,Magnet,/products/magnet/M386.jpg
M301,Magnet 387,Fondue pot Genève,1.70,500,Magnet,/products/magnet/M387.jpg
M302,Magnet 388,Fondue pot Interlaken,1.70,500,Magnet,/products/magnet/M388.jpg
M303,Magnet 389,Fondue pot Lausanne,1.70,500,Magnet,/products/magnet/M389.jpg
M304,Magnet 390,Fondue pot Luzern,1.70,500,Magnet,/products/magnet/M390.jpg
