id,name,description,price,stock,category,image_path
PE1,Pens 21,Pen switzerland display,1.20,500,Pens,/products/pens/Pens21.jpg
PE2,Pens 24,Color pencils set Switzerland,1.60,500,Pens,/products/pens/Pens24.jpg
PE3,Pens 290,stylo edelweiss,0.60,500,Pens,/products/pens/Pens290.jpg
PE4,Pens 291,stylo Switzerland,0.50,500,Pens,/products/pens/Pens291.jpg
PE5,Pens 292,stylo Switzerland bois,0.50,500,Pens,/products/pens/Pens292.jpg
PE6,Pens 293,stylo Switzerland chocolat,0.50,500,Pens,/products/pens/Pens293.jpg
PE7,Pens 294,boîte crayon Switzerland,1.50,500,Pens,/products/pens/Pens294.jpg
PE8,Pens 295,crayon Switzerland (ou 22),1.20,500,Pens,/products/pens/Pens295.jpg
